,text,label
2131,i feel energetic and bouncy i m more than happy to go to the gym run around outside with my kids or take the pram for a long walk often i do all three in one day,joy
2132,i was still feeling strong,joy
2133,i didn t burst into tears or some other devastating release of feelings or thoughts because i seemed to know that rich also had to go through his own space without me just dumping on him,joy
2134,i wanted to get a pumpkin spice latte this morning but it was hot and the last thing i wanted was a hot coffee maybe i am feeling a little bitter,anger
2135,i suppose he feels badly because he was a bit skeptical of her pain over the last few months shes had a hyperchondria and exaggeration habit in the past though he never openly questioned her about it,fear
2136,i clench to the corners of the bed to feel assured,joy
2137,i also feel like i am being selfish in not being grateful for the life i do have and the amazing things in it,anger
2138,i called it god because i d seen god in a book and figured god was the right name for feeling so utterly affirmed and accepted without question,love
2139,i don t know why perhaps because other girls in the office had nice short hair or perhaps i was just feeling rebellious,anger
2140,i do not feel miserable at all because my family is not the type that celebrates eid,sadness
2141,i might go get a car wash if i am feeling really generous my car needs it,joy
2142,i still feel sleep deprived she is almost sleeping through the night giving us,sadness
2143,i just feel really violent right now,anger
2144,i am bloging again i am sitting here feeling content with my dogs amp cat etc and i know that how lucky we are the truth is we,joy
2145,i started feeling funny and then friday i woke up sick as a dog,surprise
2146,i feel a need to protect my parents against the witch hunt that repressed memory therapy can be,sadness
2147,i feel disgusted to even be associated with this woman by my race and nationality,anger
2148,i laughed then bitterly again but i wasnt feeling bitter,anger
2149,i couldn t know what he was feeling then i thought that he wished he could have been there with us too for each of us knew that however much we hated it at first it was an experience we would remember forever,sadness
2150,i was feeling quite mellow and i wanted a soft easy look to wear with my beginning of a cold,joy
2151,i told him that maybe i just need time to think how ive been feeling indecisive about things lately,fear
2152,i still feel it does the genre a disservice when stories are resolved artifically,joy
2153,i always know when i am feeling artistic when i write my name while i am in an artistic mood the i in manitz i draw a circle not a dot the bigger the dot the more artistic i am feeling and if it is just a line like an accent mark in spanish im pissed,joy
2154,i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we were going to fall off,fear
2155,i could feel her whimper to the thought of being unloved and uncared for,sadness
2156,im certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show,surprise
2157,im sorry that there wasnt more humor in this post but im not feeling all that funny,surprise
2158,i feel ive got my foot in the door of the fantastic world of walking and running the trails fells and mountains,joy
2159,i say whatever comes in my mind tell you directly what i feel a jealous girl not because i m insecure but because i just love that person a trust worthy friend sweet to the one i love,anger
