,Original Label,ANGER,LOVE,SADNESS,SURPRISE,JOY,FEAR,Predicted Label
4933,sadness,0.238,0.238,0.255,0.238,0.238,0.238,sadness
4934,sadness,0.307,0.307,0.333,0.307,0.307,0.307,sadness
4935,sadness,0.259,0.259,0.282,0.259,0.259,0.259,sadness
4936,surprise,0.58,0.58,0.633,0.58,0.58,0.58,sadness
4937,joy,0.355,0.355,0.385,0.355,0.355,0.355,sadness
4938,joy,0.321,0.321,0.347,0.321,0.321,0.321,sadness
4939,joy,0.329,0.329,0.352,0.329,0.329,0.329,sadness
4940,anger,0.264,0.264,0.287,0.264,0.264,0.264,sadness
4941,anger,0.235,0.235,0.253,0.235,0.235,0.235,sadness
4942,joy,0.2,0.2,0.211,0.2,0.2,0.2,sadness
4943,anger,0.345,0.345,0.373,0.345,0.345,0.345,sadness
4944,joy,0.313,0.313,0.336,0.313,0.313,0.313,sadness
4945,fear,0.276,0.276,0.297,0.276,0.276,0.276,sadness
4946,sadness,0.315,0.315,0.339,0.315,0.315,0.315,sadness
4947,sadness,0.202,0.202,0.216,0.202,0.202,0.202,sadness
4948,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
4949,sadness,0.224,0.224,0.24,0.224,0.224,0.224,sadness
4950,fear,0.237,0.237,0.254,0.237,0.237,0.237,sadness
4951,sadness,0.19,0.19,0.203,0.19,0.19,0.19,sadness
4952,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
4953,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
4954,fear,0.23,0.23,0.247,0.23,0.23,0.23,sadness
4955,anger,0.382,0.382,0.416,0.382,0.382,0.382,sadness
4956,sadness,0.143,0.143,0.154,0.143,0.143,0.143,sadness
4957,sadness,0.474,0.495,0.466,0.434,0.495,0.474,love
4958,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
4959,sadness,0.281,0.281,0.303,0.281,0.281,0.281,sadness
4960,joy,0.267,0.267,0.286,0.267,0.267,0.267,sadness
4961,fear,0,0,0,0,0,0,not found
4962,joy,0.448,0.448,0.485,0.448,0.448,0.448,sadness
4963,sadness,0.15,0.15,0.163,0.15,0.15,0.15,sadness
4964,sadness,0.286,0.286,0.308,0.286,0.286,0.286,sadness
4965,fear,0.571,0.571,0.621,0.571,0.571,0.571,sadness
4966,sadness,0.235,0.235,0.253,0.235,0.235,0.235,sadness
4967,joy,0.411,0.411,0.441,0.411,0.411,0.411,sadness
4968,love,0.236,0.236,0.251,0.236,0.236,0.236,sadness
4969,sadness,0.542,0.542,0.549,0.506,0.542,0.542,sadness
4970,sadness,0.283,0.283,0.305,0.283,0.283,0.283,sadness
4971,joy,0.343,0.343,0.371,0.343,0.343,0.343,sadness
4972,joy,0.2,0.2,0.215,0.2,0.2,0.2,sadness
4973,joy,0.279,0.279,0.3,0.279,0.279,0.279,sadness
4974,anger,0.221,0.221,0.238,0.221,0.221,0.221,sadness
4975,joy,0.23,0.23,0.246,0.23,0.23,0.23,sadness
4976,sadness,0,0,0,0,0,0,not found
4977,sadness,0.401,0.401,0.436,0.401,0.401,0.401,sadness
4978,joy,0.228,0.228,0.247,0.228,0.228,0.228,sadness
4979,fear,0.118,0.118,0.125,0.118,0.118,0.118,sadness
4980,surprise,0.357,0.357,0.385,0.357,0.357,0.357,sadness
4981,joy,0.454,0.454,0.495,0.454,0.454,0.454,sadness
4982,sadness,0.225,0.225,0.242,0.225,0.225,0.225,sadness
4983,sadness,0,0,0,0,0,0,not found
4984,sadness,0.229,0.229,0.246,0.229,0.229,0.229,sadness
4985,sadness,0,0,0,0,0,0,not found
4986,joy,0.335,0.335,0.363,0.335,0.335,0.335,sadness
4987,fear,0,0,0,0,0,0,not found
4988,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
4989,anger,0.3,0.3,0.321,0.3,0.3,0.3,sadness
4990,sadness,0.314,0.301,0.31,0.289,0.301,0.301,anger
4991,sadness,0.286,0.286,0.308,0.286,0.286,0.286,sadness
4992,joy,0.257,0.257,0.278,0.257,0.257,0.257,sadness
4993,joy,0.494,0.494,0.538,0.494,0.494,0.494,sadness
4994,sadness,0.409,0.409,0.443,0.409,0.409,0.409,sadness
4995,anger,0.223,0.223,0.24,0.223,0.223,0.223,sadness
4996,fear,0.239,0.239,0.256,0.239,0.239,0.239,sadness
4997,joy,0.267,0.267,0.286,0.267,0.267,0.267,sadness
4998,anger,0.325,0.325,0.354,0.325,0.325,0.325,sadness
4999,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5000,anger,0.279,0.279,0.3,0.279,0.279,0.279,sadness
5001,joy,0.238,0.238,0.259,0.238,0.238,0.238,sadness
5002,joy,0.228,0.228,0.244,0.228,0.228,0.228,sadness
5003,joy,0.266,0.266,0.288,0.266,0.266,0.266,sadness
5004,joy,0.303,0.303,0.326,0.303,0.303,0.303,sadness
5005,sadness,0.299,0.299,0.32,0.299,0.299,0.299,sadness
5006,anger,0.287,0.287,0.31,0.287,0.287,0.287,sadness
5007,sadness,0.203,0.203,0.218,0.203,0.203,0.203,sadness
5008,sadness,0.264,0.264,0.283,0.264,0.264,0.264,sadness
5009,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5010,anger,0.239,0.239,0.258,0.239,0.239,0.239,sadness
5011,anger,0.302,0.302,0.327,0.302,0.302,0.302,sadness
5012,anger,0.242,0.242,0.26,0.242,0.242,0.242,sadness
5013,anger,0.364,0.364,0.395,0.364,0.364,0.364,sadness
5014,joy,0.482,0.482,0.518,0.482,0.482,0.482,sadness
5015,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5016,anger,0.143,0.143,0.154,0.143,0.143,0.143,sadness
5017,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5018,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5019,joy,0.326,0.326,0.349,0.326,0.326,0.326,sadness
5020,anger,0.258,0.258,0.278,0.258,0.258,0.258,sadness
5021,joy,0.261,0.261,0.28,0.261,0.261,0.261,sadness
5022,sadness,0,0,0,0,0,0,not found
5023,joy,0.283,0.283,0.306,0.283,0.283,0.283,sadness
5024,sadness,0.314,0.314,0.342,0.314,0.314,0.314,sadness
5025,surprise,0.285,0.285,0.307,0.285,0.285,0.285,sadness
5026,fear,0.429,0.429,0.462,0.429,0.429,0.429,sadness
5027,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
5028,surprise,0.201,0.201,0.218,0.201,0.201,0.201,sadness
5029,fear,0.256,0.256,0.277,0.256,0.256,0.256,sadness
5030,sadness,0.223,0.223,0.239,0.223,0.223,0.223,sadness
5031,love,0,0,0,0,0,0,not found
5032,joy,0.394,0.394,0.425,0.394,0.394,0.394,sadness
5033,joy,0.296,0.296,0.319,0.296,0.296,0.296,sadness
5034,fear,0.321,0.321,0.348,0.321,0.321,0.321,sadness
5035,love,0.234,0.234,0.251,0.234,0.234,0.234,sadness
5036,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5037,surprise,0.232,0.232,0.248,0.232,0.232,0.232,sadness
5038,surprise,0.29,0.29,0.313,0.29,0.29,0.29,sadness
5039,joy,0.254,0.254,0.271,0.254,0.254,0.254,sadness
5040,sadness,0.187,0.187,0.201,0.187,0.187,0.187,sadness
5041,joy,0.271,0.271,0.292,0.271,0.271,0.271,sadness
5042,sadness,0.192,0.192,0.205,0.192,0.192,0.192,sadness
5043,sadness,0.421,0.421,0.452,0.421,0.421,0.421,sadness
5044,anger,0.313,0.313,0.3,0.281,0.313,0.313,anger
5045,sadness,0.315,0.315,0.34,0.336,0.315,0.315,sadness
5046,joy,0.196,0.196,0.21,0.196,0.196,0.196,sadness
5047,joy,0.445,0.445,0.482,0.445,0.445,0.445,sadness
5048,sadness,0.21,0.21,0.225,0.21,0.21,0.21,sadness
5049,surprise,0.154,0.154,0.167,0.154,0.154,0.154,sadness
5050,joy,0.433,0.433,0.467,0.433,0.433,0.433,sadness
5051,love,0.203,0.203,0.218,0.203,0.203,0.203,sadness
5052,anger,0.336,0.336,0.356,0.336,0.336,0.336,sadness
5053,joy,0.264,0.264,0.285,0.264,0.264,0.264,sadness
5054,anger,0.292,0.292,0.316,0.292,0.292,0.292,sadness
5055,joy,0.462,0.462,0.5,0.462,0.462,0.462,sadness
5056,sadness,0.769,0.769,0.833,0.769,0.769,0.769,sadness
5057,joy,0.208,0.208,0.224,0.208,0.208,0.208,sadness
5058,sadness,0.276,0.276,0.297,0.276,0.276,0.276,sadness
5059,joy,0,0,0,0,0,0,not found
5060,joy,0.466,0.466,0.503,0.466,0.466,0.466,sadness
5061,anger,0.55,0.55,0.597,0.55,0.55,0.55,sadness
5062,sadness,0.19,0.19,0.204,0.19,0.19,0.19,sadness
5063,love,0.308,0.308,0.33,0.308,0.308,0.308,sadness
5064,sadness,0.339,0.339,0.367,0.339,0.339,0.339,sadness
5065,anger,0.205,0.205,0.221,0.205,0.205,0.205,sadness
5066,joy,0.277,0.277,0.304,0.277,0.277,0.277,sadness
5067,joy,0.235,0.235,0.254,0.235,0.235,0.235,sadness
5068,sadness,0.234,0.234,0.251,0.234,0.234,0.234,sadness
5069,sadness,0.225,0.225,0.244,0.225,0.225,0.225,sadness
5070,sadness,0.413,0.413,0.45,0.413,0.413,0.413,sadness
5071,sadness,0.275,0.275,0.296,0.275,0.275,0.275,sadness
5072,fear,0.286,0.286,0.308,0.286,0.286,0.286,sadness
5073,sadness,0.254,0.254,0.271,0.254,0.254,0.254,sadness
5074,sadness,0.375,0.375,0.406,0.375,0.375,0.375,sadness
5075,joy,0.176,0.176,0.189,0.176,0.176,0.176,sadness
5076,joy,0.288,0.288,0.311,0.288,0.288,0.288,sadness
5077,fear,0.192,0.192,0.204,0.192,0.192,0.192,sadness
5078,sadness,0,0,0,0,0,0,not found
5079,joy,0.547,0.547,0.632,0.547,0.547,0.547,sadness
5080,surprise,0.234,0.234,0.251,0.234,0.234,0.234,sadness
5081,love,0,0,0,0,0,0,not found
5082,sadness,0,0,0,0,0,0,not found
5083,love,0,0,0,0,0,0,not found
5084,surprise,0.598,0.598,0.655,0.598,0.598,0.598,sadness
5085,sadness,0.133,0.133,0.143,0.133,0.133,0.133,sadness
5086,sadness,0.234,0.234,0.251,0.234,0.234,0.234,sadness
5087,joy,0,0,0,0,0,0,not found
5088,fear,0.196,0.196,0.21,0.196,0.196,0.196,sadness
5089,joy,0.544,0.544,0.59,0.58,0.544,0.544,sadness
5090,joy,0.269,0.269,0.288,0.269,0.269,0.269,sadness
5091,joy,0.459,0.459,0.497,0.459,0.459,0.459,sadness
5092,love,0,0,0,0,0,0,not found
5093,sadness,0.265,0.265,0.284,0.265,0.265,0.265,sadness
5094,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
5095,surprise,0.282,0.282,0.304,0.282,0.282,0.282,sadness
5096,fear,0.195,0.195,0.208,0.195,0.195,0.195,sadness
5097,joy,0.15,0.15,0.162,0.15,0.15,0.15,sadness
5098,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
5099,joy,0.401,0.401,0.434,0.401,0.401,0.401,sadness
5100,fear,0.714,0.714,0.769,0.714,0.714,0.714,sadness
5101,joy,0.287,0.287,0.31,0.287,0.287,0.287,sadness
5102,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5103,joy,0.216,0.216,0.231,0.216,0.216,0.216,sadness
5104,sadness,0.284,0.284,0.305,0.284,0.284,0.284,sadness
5105,love,0.312,0.312,0.334,0.312,0.312,0.312,sadness
5106,fear,0.314,0.314,0.338,0.314,0.314,0.314,sadness
5107,fear,0.133,0.133,0.143,0.133,0.133,0.133,sadness
5108,sadness,0,0,0,0,0,0,not found
5109,joy,0.244,0.244,0.263,0.244,0.244,0.244,sadness
5110,anger,0.296,0.296,0.316,0.296,0.296,0.296,sadness
5111,anger,0.286,0.286,0.308,0.286,0.286,0.286,sadness
5112,sadness,0.284,0.284,0.306,0.284,0.284,0.284,sadness
5113,anger,0,0,0,0,0,0,not found
5114,joy,0.141,0.141,0.153,0.141,0.141,0.141,sadness
5115,joy,0.491,0.491,0.535,0.491,0.491,0.491,sadness
5116,joy,0.517,0.517,0.559,0.517,0.517,0.517,sadness
5117,joy,0.255,0.255,0.276,0.255,0.255,0.255,sadness
5118,sadness,0.253,0.253,0.272,0.253,0.253,0.253,sadness
5119,joy,0.281,0.281,0.303,0.281,0.281,0.281,sadness
5120,fear,0.17,0.17,0.182,0.17,0.17,0.17,sadness
5121,sadness,0.345,0.345,0.374,0.345,0.345,0.345,sadness
5122,anger,0.343,0.343,0.376,0.343,0.343,0.343,sadness
5123,anger,0.118,0.118,0.125,0.118,0.118,0.118,sadness
5124,sadness,0.462,0.462,0.5,0.462,0.462,0.462,sadness
5125,fear,0,0,0,0,0,0,not found
5126,sadness,0.205,0.205,0.22,0.205,0.205,0.205,sadness
5127,joy,0.406,0.406,0.44,0.406,0.406,0.406,sadness
5128,joy,0.451,0.451,0.489,0.451,0.451,0.451,sadness
5129,joy,0.257,0.257,0.275,0.257,0.257,0.257,sadness
5130,joy,0.241,0.241,0.259,0.241,0.241,0.241,sadness
5131,joy,0,0,0,0,0,0,not found
5132,fear,0,0,0,0,0,0,not found
5133,joy,0.297,0.297,0.321,0.297,0.297,0.297,sadness
5134,fear,0.458,0.458,0.49,0.458,0.458,0.458,sadness
5135,surprise,0.274,0.274,0.294,0.274,0.274,0.274,sadness
5136,surprise,0,0,0,0,0,0,not found
5137,sadness,0.347,0.347,0.371,0.347,0.347,0.347,sadness
5138,sadness,0.292,0.292,0.315,0.292,0.292,0.292,sadness
5139,joy,0.359,0.359,0.385,0.359,0.359,0.359,sadness
5140,joy,0,0,0,0,0,0,not found
5141,sadness,0,0,0,0,0,0,not found
5142,fear,0.475,0.475,0.517,0.475,0.475,0.475,sadness
5143,love,0.286,0.286,0.308,0.286,0.286,0.286,sadness
5144,joy,0.396,0.396,0.427,0.396,0.396,0.396,sadness
5145,sadness,0.238,0.238,0.255,0.238,0.238,0.238,sadness
5146,surprise,0,0,0,0,0,0,not found
5147,fear,0.292,0.292,0.313,0.292,0.292,0.292,sadness
5148,joy,0.451,0.451,0.487,0.451,0.451,0.451,sadness
5149,sadness,0.243,0.243,0.258,0.243,0.243,0.243,sadness
5150,sadness,0.279,0.279,0.3,0.279,0.279,0.279,sadness
5151,sadness,0.191,0.191,0.205,0.191,0.191,0.191,sadness
5152,joy,0.35,0.35,0.38,0.35,0.35,0.35,sadness
5153,joy,0.138,0.138,0.149,0.138,0.138,0.138,sadness
5154,sadness,0.283,0.283,0.305,0.283,0.283,0.283,sadness
5155,love,0.279,0.279,0.3,0.279,0.279,0.279,sadness
5156,love,0.184,0.184,0.198,0.184,0.184,0.184,sadness
5157,love,0.143,0.143,0.154,0.143,0.143,0.143,sadness
5158,joy,0.259,0.259,0.281,0.259,0.259,0.259,sadness
5159,surprise,0.205,0.205,0.22,0.205,0.205,0.205,sadness
5160,love,0.288,0.288,0.311,0.288,0.288,0.288,sadness
5161,joy,0.279,0.279,0.3,0.279,0.279,0.279,sadness
5162,joy,0.267,0.267,0.286,0.267,0.267,0.267,sadness
5163,sadness,0.246,0.246,0.263,0.246,0.246,0.246,sadness
5164,surprise,0.201,0.201,0.217,0.201,0.201,0.201,sadness
5165,joy,0.281,0.281,0.305,0.281,0.281,0.281,sadness
5166,sadness,0.218,0.218,0.234,0.218,0.218,0.218,sadness
5167,joy,0.383,0.383,0.416,0.383,0.383,0.383,sadness
5168,joy,0.195,0.195,0.211,0.195,0.195,0.195,sadness
5169,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
5170,joy,0.5,0.5,0.533,0.5,0.5,0.5,sadness
5171,anger,0.229,0.229,0.245,0.229,0.229,0.229,sadness
5172,joy,0.234,0.234,0.251,0.234,0.234,0.234,sadness
5173,sadness,0.137,0.137,0.147,0.137,0.137,0.137,sadness
5174,sadness,0.438,0.438,0.473,0.438,0.438,0.438,sadness
5175,fear,0.286,0.286,0.308,0.286,0.286,0.286,sadness
5176,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5177,fear,0.125,0.125,0.133,0.125,0.125,0.125,sadness
5178,joy,0.23,0.23,0.247,0.23,0.23,0.23,sadness
5179,joy,0.228,0.228,0.244,0.228,0.228,0.228,sadness
5180,fear,0.32,0.32,0.344,0.32,0.32,0.32,sadness
5181,sadness,0.349,0.349,0.378,0.349,0.349,0.349,sadness
5182,sadness,0.246,0.246,0.264,0.246,0.246,0.246,sadness
5183,anger,0.243,0.243,0.258,0.243,0.243,0.243,sadness
5184,anger,0.319,0.319,0.344,0.319,0.319,0.319,sadness
5185,sadness,0.282,0.282,0.304,0.282,0.282,0.282,sadness
5186,sadness,0.462,0.462,0.5,0.462,0.462,0.462,sadness
5187,joy,0.193,0.193,0.207,0.193,0.193,0.193,sadness
5188,fear,0.175,0.175,0.187,0.175,0.175,0.175,sadness
5189,sadness,0.38,0.38,0.414,0.38,0.38,0.38,sadness
5190,joy,0.282,0.282,0.304,0.282,0.282,0.282,sadness
5191,sadness,0.285,0.285,0.307,0.285,0.285,0.285,sadness
5192,sadness,0.302,0.302,0.328,0.302,0.302,0.302,sadness
5193,love,0.297,0.297,0.321,0.297,0.297,0.297,sadness
5194,anger,0.229,0.229,0.245,0.229,0.229,0.229,sadness
5195,fear,0.216,0.216,0.233,0.216,0.216,0.216,sadness
5196,sadness,0.357,0.357,0.383,0.357,0.357,0.357,sadness
5197,joy,0.253,0.253,0.272,0.253,0.253,0.253,sadness
5198,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5199,joy,0.267,0.267,0.286,0.267,0.267,0.267,sadness
5200,joy,0.454,0.454,0.492,0.454,0.454,0.454,sadness
5201,joy,0.196,0.196,0.209,0.196,0.196,0.196,sadness
5202,joy,0.667,0.667,0.721,0.667,0.667,0.667,sadness
5203,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5204,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
5205,anger,0.833,0.833,0.909,0.833,0.833,0.833,sadness
5206,joy,0.282,0.282,0.303,0.282,0.282,0.282,sadness
5207,sadness,0.267,0.267,0.286,0.267,0.267,0.267,sadness
5208,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5209,joy,0,0,0,0,0,0,not found
5210,anger,0.136,0.136,0.146,0.136,0.136,0.136,sadness
5211,surprise,0.667,0.667,0.727,0.667,0.667,0.667,sadness
5212,surprise,0.239,0.239,0.258,0.239,0.239,0.239,sadness
5213,sadness,0.615,0.615,0.667,0.615,0.615,0.615,sadness
5214,joy,0.476,0.476,0.517,0.476,0.476,0.476,sadness
5215,joy,0.237,0.237,0.255,0.237,0.237,0.237,sadness
5216,sadness,0.243,0.243,0.262,0.243,0.243,0.243,sadness
5217,fear,0.313,0.313,0.338,0.313,0.313,0.313,sadness
5218,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
5219,anger,0,0,0,0,0,0,not found
5220,joy,0.297,0.297,0.321,0.297,0.297,0.297,sadness
5221,joy,0.268,0.268,0.287,0.268,0.268,0.268,sadness
5222,sadness,0.33,0.33,0.357,0.33,0.33,0.33,sadness
5223,sadness,0,0,0,0,0,0,not found
5224,surprise,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5225,love,0.315,0.315,0.343,0.315,0.315,0.315,sadness
5226,joy,0.833,0.833,0.909,0.833,0.833,0.833,sadness
5227,love,0.329,0.329,0.354,0.329,0.329,0.329,sadness
5228,joy,0.143,0.143,0.154,0.143,0.143,0.143,sadness
5229,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
5230,sadness,0.359,0.359,0.385,0.359,0.359,0.359,sadness
5231,anger,0.195,0.195,0.21,0.195,0.195,0.195,sadness
5232,love,0.257,0.257,0.276,0.257,0.257,0.257,sadness
5233,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5234,anger,0.461,0.461,0.5,0.461,0.461,0.461,sadness
5235,sadness,0.267,0.267,0.287,0.267,0.267,0.267,sadness
5236,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5237,sadness,0.279,0.279,0.3,0.279,0.279,0.279,sadness
5238,anger,0.348,0.348,0.355,0.328,0.348,0.348,sadness
5239,joy,0.308,0.308,0.333,0.308,0.308,0.308,sadness
5240,love,0.327,0.327,0.351,0.327,0.327,0.327,sadness
5241,joy,0.24,0.24,0.259,0.24,0.24,0.24,sadness
5242,sadness,0.258,0.258,0.276,0.258,0.258,0.258,sadness
5243,joy,0.353,0.353,0.382,0.353,0.353,0.353,sadness
5244,surprise,0.56,0.56,0.608,0.56,0.56,0.56,sadness
5245,joy,0.258,0.258,0.276,0.258,0.258,0.258,sadness
5246,joy,0.178,0.178,0.19,0.178,0.178,0.178,sadness
5247,joy,0.258,0.258,0.279,0.258,0.258,0.258,sadness
5248,fear,0.315,0.315,0.338,0.315,0.315,0.315,sadness
5249,joy,0.28,0.28,0.299,0.28,0.28,0.28,sadness
5250,sadness,0.302,0.302,0.327,0.302,0.302,0.302,sadness
5251,sadness,0.279,0.279,0.3,0.279,0.279,0.279,sadness
5252,surprise,0.615,0.615,0.667,0.615,0.615,0.615,sadness
5253,love,0.215,0.215,0.232,0.215,0.215,0.215,sadness
5254,anger,0.479,0.479,0.521,0.479,0.479,0.479,sadness
5255,sadness,0.23,0.23,0.247,0.23,0.23,0.23,sadness
5256,sadness,0.331,0.331,0.355,0.331,0.331,0.331,sadness
5257,sadness,0.314,0.314,0.342,0.314,0.314,0.314,sadness
5258,fear,0.3,0.3,0.321,0.3,0.3,0.3,sadness
5259,anger,0.55,0.55,0.597,0.55,0.55,0.55,sadness
5260,sadness,0.2,0.2,0.211,0.2,0.2,0.2,sadness
5261,fear,0.278,0.278,0.303,0.278,0.278,0.278,sadness
5262,anger,0,0,0,0,0,0,not found
5263,fear,0.231,0.231,0.249,0.231,0.231,0.231,sadness
5264,sadness,0.209,0.209,0.223,0.209,0.209,0.209,sadness
5265,anger,0.258,0.258,0.277,0.258,0.258,0.258,sadness
5266,sadness,0.389,0.389,0.418,0.389,0.389,0.389,sadness
5267,joy,0.222,0.222,0.239,0.222,0.222,0.222,sadness
5268,surprise,0.425,0.425,0.458,0.425,0.425,0.425,sadness
5269,sadness,0.192,0.192,0.205,0.192,0.192,0.192,sadness
5270,joy,0.423,0.423,0.458,0.423,0.423,0.423,sadness
5271,joy,0.42,0.42,0.457,0.42,0.42,0.42,sadness
5272,love,0.389,0.418,0.391,0.361,0.389,0.389,love
5273,sadness,0.428,0.428,0.464,0.428,0.428,0.428,sadness
5274,sadness,0.326,0.326,0.351,0.326,0.326,0.326,sadness
5275,anger,0.49,0.49,0.529,0.49,0.49,0.49,sadness
5276,anger,0.242,0.242,0.261,0.242,0.242,0.242,sadness
5277,love,0.425,0.425,0.458,0.425,0.425,0.425,sadness
5278,sadness,0.208,0.208,0.222,0.208,0.208,0.208,sadness
5279,sadness,0.223,0.223,0.239,0.223,0.223,0.223,sadness
5280,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5281,love,0,0,0,0,0,0,not found
5282,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5283,joy,0.257,0.257,0.275,0.257,0.257,0.257,sadness
5284,joy,0.258,0.258,0.276,0.258,0.258,0.258,sadness
5285,joy,0,0,0,0,0,0,not found
5286,sadness,0.239,0.239,0.258,0.239,0.239,0.239,sadness
5287,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
5288,joy,0.25,0.25,0.269,0.25,0.25,0.25,sadness
5289,joy,0.226,0.226,0.243,0.226,0.226,0.226,sadness
5290,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5291,fear,0.833,0.833,0.909,0.833,0.833,0.833,sadness
5292,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5293,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5294,joy,0.118,0.118,0.125,0.118,0.118,0.118,sadness
5295,joy,0.268,0.268,0.287,0.268,0.268,0.268,sadness
5296,joy,0.494,0.494,0.538,0.494,0.494,0.494,sadness
5297,sadness,0,0,0,0,0,0,not found
5298,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
5299,surprise,0.234,0.234,0.251,0.234,0.234,0.234,sadness
5300,sadness,0.258,0.258,0.278,0.258,0.258,0.258,sadness
5301,sadness,0.269,0.269,0.29,0.269,0.269,0.269,sadness
5302,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
5303,love,0.206,0.206,0.222,0.206,0.206,0.206,sadness
5304,anger,0.292,0.292,0.315,0.292,0.292,0.292,sadness
5305,love,0.217,0.217,0.233,0.217,0.217,0.217,sadness
5306,joy,0.434,0.434,0.47,0.434,0.434,0.434,sadness
5307,sadness,0.149,0.149,0.161,0.149,0.149,0.149,sadness
5308,fear,0.392,0.392,0.425,0.392,0.392,0.392,sadness
5309,anger,0.313,0.337,0.31,0.289,0.313,0.313,love
5310,anger,0.287,0.287,0.309,0.287,0.287,0.287,sadness
5311,sadness,0.5,0.5,0.533,0.5,0.5,0.5,sadness
5312,fear,0.15,0.15,0.162,0.15,0.15,0.15,sadness
5313,joy,0.192,0.192,0.205,0.192,0.192,0.192,sadness
5314,joy,0.339,0.339,0.365,0.339,0.339,0.339,sadness
5315,sadness,0.307,0.307,0.333,0.307,0.307,0.307,sadness
5316,joy,0.267,0.267,0.286,0.267,0.267,0.267,sadness
5317,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5318,anger,0.542,0.542,0.588,0.542,0.542,0.542,sadness
5319,surprise,0.3,0.3,0.324,0.3,0.3,0.3,sadness
5320,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
5321,joy,0.215,0.215,0.231,0.215,0.215,0.215,sadness
5322,sadness,0.258,0.258,0.276,0.258,0.258,0.258,sadness
5323,sadness,0.111,0.111,0.118,0.111,0.111,0.111,sadness
5324,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
5325,joy,0.454,0.454,0.493,0.454,0.454,0.454,sadness
5326,joy,0.27,0.27,0.29,0.27,0.27,0.27,sadness
5327,fear,0.845,0.845,0.839,0.774,0.845,0.845,anger
5328,sadness,0.273,0.273,0.293,0.273,0.273,0.273,sadness
5329,sadness,0.34,0.34,0.367,0.34,0.34,0.34,sadness
5330,sadness,0.277,0.277,0.298,0.277,0.277,0.277,sadness
5331,joy,0.514,0.452,0.417,0.389,0.452,0.452,anger
5332,fear,0.286,0.286,0.308,0.286,0.286,0.286,sadness
5333,joy,0.279,0.279,0.3,0.279,0.279,0.279,sadness
5334,joy,0.252,0.252,0.271,0.252,0.252,0.252,sadness
5335,fear,0.308,0.308,0.333,0.308,0.308,0.308,sadness
5336,joy,0.214,0.214,0.23,0.214,0.214,0.214,sadness
5337,sadness,0.279,0.279,0.3,0.279,0.279,0.279,sadness
5338,sadness,0.243,0.243,0.262,0.243,0.243,0.243,sadness
5339,fear,0.615,0.615,0.667,0.615,0.615,0.615,sadness
5340,joy,0.217,0.217,0.234,0.217,0.217,0.217,sadness
5341,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
5342,sadness,0.133,0.133,0.143,0.133,0.133,0.133,sadness
5343,joy,0.356,0.356,0.383,0.356,0.356,0.356,sadness
5344,sadness,0.235,0.235,0.25,0.235,0.235,0.235,sadness
5345,joy,0.258,0.258,0.275,0.258,0.258,0.258,sadness
5346,sadness,0.417,0.417,0.426,0.395,0.417,0.417,sadness
5347,fear,0.202,0.202,0.216,0.202,0.202,0.202,sadness
5348,sadness,0.258,0.258,0.276,0.258,0.258,0.258,sadness
5349,sadness,0.242,0.242,0.261,0.242,0.242,0.242,sadness
5350,love,0.279,0.279,0.3,0.279,0.279,0.279,sadness
